text,label
"सपने तो मेरे थे पर उनको पूरा करने का रास्ता

कोई और दिखाए जा रहा था और वो हैं मेरे पापा

 fathers day ",0
"ज़िंदगी की कुछ खास दुआए लेलो हमसे
जन्मदिन पर कुछ नजराने ले लो हमसे
भर दे रंग जो तेरे जीवन के पलो में
आज वो हसी मुबारक बाद ले लो हमसे
  
syedmahinoor1 ",0
"बेहद अफ़सोस की बात है पूरे देश के लिए जान एक ग़रीब की या एक फिल्म कलाकार की बराबर ही है 
फिल्म कलाकार फिर भी फ़्रस्ट्रेशन की वजह से ख़ुदकुशी करता होगा गरीब तो देश की खस्ताहाल अर्थव्यवस्था की वजह से
आज ट्विटर पे भूचाल नहीं आएगा क्युकी गरीबकिसान परिवार का मामला है
pmoindia
 ",0
 bday thalapathy vijya ,0
"हमें पढ़ाओ न रिश्तों की कोई और किताब 
पढ़ी है बाप के चेहरे की झुर्रियाँ हम ने 

 मेराज फ़ैज़ाबादी   ",0
 vaari paata                                                                         urstrulymahesh                                  parasuramsolo                                                  birthday day super star krishna ,0
"े बेहद सख्त और भीतर से ्खन जैसा ुलायम



हम िताकी बात कर रहे हैं िन्हेंसलाम है 



               ",0
"की किताबों से नहीं मैंने रास्तो की ठोकरों से सीखा है मुश्किल में भी हंसना मैंने अपने पापा से सीखा है 
 fathers day ",0
"अपने आप को ऐसा बना लो कि किसी के आने से या किसी के जाने से  या फिर किसी के बदल जाने से आपको कोई फर्क ना पड़े।

     
    
  
   
  ",0
"wo the mahroom taleem se magar mujko prhaya unho ne
passena ad se barh kr mre hatr bhaya he
khra rhta ho jo shakhoon me apna sar utha k me
mre papa ne aj mujko is wabil bnaya he
 father day",0
"मैं तो पत्थर हूँ मेरे मातापिता शिल्पकार है
मेरी हर तारीफ़ के वो ही असली हक़दार हैं
        ",0
"vo maa k kehne pai kuch raub
mujh pr rakhta hai
yehi wajah jo mujhe chumne se jhijhakta hai 
judii hai iski hr ek haan meri haan se
mere bagair hain iske hr khwaab veerane

 fathers day
may all the fathers live a long and healthy life  ameen",0
"bainnachhora not bainnachhola



                 ",0
"अरे योग कर ले भाई
  yoga  day ",0
"
सवारना छोड़ दिया खुद को

वरना इक दौर में हम भी
कमाल के थे

      abhisoni indorirahat rahatindori ",0
"archoud97831657 आपके जीवन में नए रंगो के साथ नई सोचईमानदारीदया और करुणा का संचार हो 
 birth day to you",0
"imrankhanpti मंजिल दूर और सफर बहुत है
छोटी सी जिंदगी की फिक्र बहुत है
मार डालती यह दुनिया कब की हमें
लेकिन पापा के प्यार में असर बहुत है

 fathersday
   हैप्पी फादर्स डे ",0
"पिता के बिना जिंदगी विरान होती है
तन्हा सफर में हर राह सुनसान होती है
जिंदगी में पिता का होना जरूरी है
पिता के साथ से हर राह आसान होती है।
 fathers day  ambikapur india ",0
"बाप की ज़िन्दगी बीत गई
बेटे की ज़िन्दगी बनाते बनाते
 fathers day
 day spl 2020 ",0
"kitabo se nahi mene zindagi ke tokhro se sika
ke kitabo se nahi mene zindagi ke tokhro se sika 
or mushkilo mein bhi hasna yeh mene apne abbu se sika 






    ",0
"अपने पिता को स्वस्थ रहने के लिए योग करने को प्रेरित करें। क्योंकि मां की तरह ही पिता का भी हर इंसान के जीवन में खास महत्व होता है। भले ही एक पिता अपने प्यार का इजहार बच्चे से न करे लेकिन हर पल साये की तरह वो उसके पीछे खड़े होकर सहारा देते हैं।
 fathers day ",0
"ुशी 
खुश रहना हो तो 
       अपनी फितरत में
                      एक बात शुमार कर लो

ना मिले कोई अपने जैसा
                    तो खुद से प्यार कर लो",0
"मेरा साहस
मेरा सम्मान है पिता
मेरी ताकत
मेरी पहचान है पित
 fathers day ",0
"्तिसंगठन के ्रदेशअध्यक्षगुजरात ्रीहरदेशप्रजापतिजी

आपको ्मदिन पर बधाई और ार्दिकशुभकामनाएं

आने वाला प्रत्येक नया िन
आपके ीवन में अनेकाे 
ाएँ एवं अपार ुशियाँ लेकर आये

ाकाल की कृपा आप पर ैव बनी रहे

्तिसंगठन ",0
       doha state of qatar ,0
"drkumarvishwas तुम गगन के चंद्रमा हो मैं धरा की धूल हूँ
तुम प्राणों के देवता हो मैं समर्पित फूल हूँ
तुम हो पूजा मैं पुजारी तुम सुधा मैं प्यास हूँ
  world music day
 खूप खूप शुभेच्छा
्तर्राष्ट्रीय योग दिवस शुभेच्छा ",0
"आजसू पार्टी के सुप्रीमो सह पूर्व उपमुख्यमंत्री आदरणीय श्री सुदेश कुमार महतो जी को जन्मदिन की हार्दिक शुभकामनाएँ।
   sudeshmahtoajsu ",0
"   धरती सा धीरज और आसमान सी उंचाई है
जिन्दगी को तरस के खुदा ने ये तस्वीर बनाई है
हर दुख वो बच्चों का खुद पे वो सह लेतें है
उस खुदा की जीवित प्रतिमा को हम पिता कहते हैकभी अभिमान तो कभी स्वाभिमान है पिताकभी धरती तो कभी आसमान है पिता ",0
"ख्वाइशों को मेरे उड़ान दे गयें 
पापा मुझे इक पहचान दे गयें 

ताउम्र चलतें रहें उनके कदम पे
बहुत आला वो हमको ज्ञान दे गयें 
 fathers day",0
"sudhirchaudhary sir matlab neutral hone ki koshish bhi nahi karna he aapko

",0
    surbhi gaudham ,0
"mskajalaggarwal कल बहुत सी शुभकामनाओं में यह छोटी सी 
शुभकामना खो जाती इसलिए आज दे रहा हूं
wish u happy birthday mskajalaggarwal mam   
    ",0
"jaib khali ho phir bhi mana nahi karta 
baap se ameer insan dekha nahi 
maine 
 fathers day ",0
"आज राजीव गाँधी जिन्दा होतेतो आज के दिन बड़ी शर्म महसूस करते।।
 fathers day 
rishibagree sunilssbpl drgpradhanfc theoliveknife",0
"दुनिया के लोग मिलेंगे बहरूपिया के रूप में 

पिता पिता होता है पता चला आप के जाने से

मुझे रख दिया छांव में खुद जलते रहे धूप में
   ",0
"मेरी पहचान आप से पापा
क्या कहूं मेरे लिए आप क्या हो पापा
रहने को तो  है पैरों के नीचे यह जमीन
पर मेरे लिए तो मेरा आसमान आप हो पापा

 fathers day 
 love u so much papa  ",0
"
िंदगी जीने के लिए  द्वारा दिया गया यह ंत्र मुझे हर िराशा से दूर रखता है 
ुश रहने के लिए हमेशा अपने से नीचे और ुखी रहने के लिए अपने से ऊपर के लोगो का जीवन स्तर देखना
   ",0
सपने तो मेरे हैं पर उनको पूरा करने का रास्ता कोई और दिखाए जा रहा  है और वो है मेरे पापा love you papa   fathers day       1dada ji and papa ji ,0
"पापा आपके लिए

रात खून पसीना बहाके
मेरे ख्वाबों को पूरा करने वाले
मेरी तकदीर बनाने वाले
खुदा से भी बढ़कर मेरे पिता है।

 s   ",0
"शुक्रिया अदा कर वक्त का तू अब भी तेरे नसीब में है
                       
manavkaul nirmika ",0
" fathers day 

आई लव यू डैड ।

वो मातापिता ही हैं जिनसे आपने मुस्कुराना सीखा 
कद्र करो माँ बाप की
दुआओं में उनकी ताकत है। ",0
"पिता का साया जीवन की धूप में घने वृक्ष की उस छांव की तरह है जो अपने बच्चों तक आने वाली हर परेशानी को स्वयं में ही समेट लेता है।
पितृ दिवस की हार्दिक शुभकामनाएं।
 fathers day",0
"24जून को cm captamarinder बुला सकतेहै केंद्र ऑर्डिनेंस पर सर्वदलीय बैठक।
क्या सभी पार्टियों का एक मत होगा फैसला
 harpalcheemamla विधानसभा का विशेष सत्र की मांग कर चुके हैं।
 drcheemasad कह चुके है कि कांग्रेस 2017 में इसे मान चुकी है।
incpunjab प्रदर्शन कर चुकी है।",0
"पितृ दिवस की हार्दिक शुभकामनाएँ।
 fathers day
िता जी
ाबूजी
ापा
ैडी ",0
"हर रोज करो ोग जीवन भर रहो निरोग।

शरीर मन और आत्मा को जोड़ने का विज्ञान है योग।

शरीर में रोगप्रतिरोधक शक्ति बढ़ाकर ही ोरोना बीमारी से लड़ा जा सकता है। ऐसे में योग का महत्व और ज्यादा बढ़ जाता है।

 इस वर्ष  के चलते घर पर रहकर ही योग करें।
   ",0
whosunilgrover tum bhi career bachane ke liye chaatoge pta nahi tha pyare gutthi ki itna gir jaoge tumhare talent ka 12 yaani 11024 hissa bhi katil salman khan dcompany wale ke pass nahi phir bhi chaatna pad rha  reality of ,0
"               

  zulm ki duniya mein faqat pyar mere papa
 mere liye sayaedeewar mere papa
 ke jazeron se mohabbat ki hadon tak
 pyaar hi pyaar hai bas pyar mere 
 ",0
" s 
पापा आप मेरा वो गुरूर हैं जो
कोई भी कभी भी नहीं तोड़ सकता
मेरी पहचान से आप से पापा
क्या कहूं आप मेरे लिय क्या हो पापा
रहने को है पैरों के नीचे यह जमीन
पर मेरे लिए तो मेरा आसमान आप हो पापा। ",0
"हैँ समाज का नियम भी ऐसे पिता सदा गम्भीर रहे मन में भाव छुपे हो लाखोँ आँखों से न नीर बहे 

 fathers day 
love u papa ",0
"वह खवाब था
मैं हक़ीक़त थी 
उसके साए में मैंने 
ख्वाब को चुना था 
इस उम्म्मीद में कि 
कल होंगे ख्वाब पूरे 
हां वह ख्वाब ही था  
खुलते आंख हुआ विलीन 
और जिंदगी बढ़ चली 
एक शाश्वत सत्य की ओर 

    ",0
"ुशी
तीनों भाई राष्ट्रीय उपाध्यक्ष मंजीत सिंह नोटियाल जीराष्ट्रीय महासचिव कमल सिंह वालिया जी और छोटा भाई शिवम। इन तीनों भाईयों की हाईकोर्ट से बेल मंजूर हो चुकी हैं बहुत जल्द तीनों भाई हमारे बीच होंगें। 
ीम
azadsamajparty 
bhimarmychief 
vinayratansingh harendraranchi ",0
"जेब खाली हो फिर भी 
मना करते नहीं देखा
मैंने पिता से अमीर 
इंसान नहीं देखा  fathers day my dad ",0
"  
पिताजी पिताजी जीवन है सम्बल है शक्ति है सबकुछ है 
उन मासूम आँखों में सारा जमाना है 
माँ ज़मीन पिताजी ख़्वाबों का खजाना है 

सज जाते है सब रंगएजूनून सुबह से 
माँ है छाँव पिताजी जिंदगी का आशियाना है  ",0
"तेरी ुशी से ही नही
तेरे  से भी रिश्ता है मेरा
तू ज़िंदगी का एक  हिस्सा है मेरा
ये दोस्ती तुमसे सिर्फ़ लफ़्ज़ों की नही
रूह से रूह का तुम से िश्ता है मेरा  ",0
"मेरे पापा ही मेरे आदर्श है ।
 fathers day ",0
"तारीफ़ अपने आप की करना फ़िज़ूल है
ख़ुशबू खुद बता देती है कौन सा फ़ूल है






               ",0
"पिता
अमीर हो या गरीब औलाद के लिए हमेशा बादशाह होता है।

 fathers day 
अंतरराष्ट्रीय योग दिवस की शुभकामनाएं",0
"आज हमारे लाडलेछोटे बेटे अद्विक तिवारी शुभ का जन्मदिन हैआज शुभ 4 साल का ही गया। 
आप सभी मित्रोवरिष्ठों से अनुरोध हैकि शुभ के जीवन की तिजोरी में अपना शुभाशीषआशीर्वाद रूपी धन देवें क्योकि ये ही धन उसके जीवन भर काम आयेगा।

 birthday shubh ",0
"21 जून िता दिवसhappy fathers day love u papa ji
हमारे वास्ते जो अपना सब  ुख भुल जाता है 
पिता कहते हैं जिसे वहि अपना विधाता है ravikishann ",0
"मुझको छाँव मे रखा और खुद भी वो जलता रहा मैंने देखा एक फ़रिश्ता बाप की परछाई में
               
              ",0
" s 2020
धरती से अंजान था मैं।
दुनिया मैंने देखी नहीं।
सिजता रहा खून पसीना।
दुनिया उसे समझी नहीं।
धरती से अंजान था मैं।
दुनिया मैंने देखी नहीं।
करता राहा मेहनत वह ।
सहता रहा मेहनताना।
धरती से अंजान था मैं।
दुनिया मैंने देखी नहीं।
अपने फिक्र किया न उसने। ",0
"फादर डे 
पैली  माथै में जूत पडता जद ठा पड जावतौ की आज रो दिन फादरसाहब रो है।

 s ",0
अपने अधूरे ख़ाब लेकर आपके ख़ाब को पूरा करने की जिद बाप में होती है खुद फटा कपड़ा पहन कर ईद में आपके लिए नई ड्रेस ले आना ये एक बाप ही कर सकता है अल्लाह सलामत रखे आपको अब्बू वैसे तो हर दिन आपका ही है मेरी हर साँस आपके लिए है  s  ,0
"मैं अपनी जिंदगी ही वार दूँ
अपने पापा को आज मैं क्या उपहार दूँ तोहफे में फूल दूँ या गुलाबो का हार दूँमेरी जिंदगी में जो है सबसे प्याराउस पर तो मैं अपनी जिंदगी ही वार दूँ
 fathers day ",0
shahrukhansari 5nuckelshuffle sahibaparody967 anaskhan68 nagrik18 ajaz1211 profnoorul aafrin7866 insaafparody18 realnavedkhan1 bagh01 msjoha8 khubaibrah001 dxdevil0171 भाई मैंने  पर कभी भी गलत लैंग्वेज यूज नहीं की                                                     फिर हमारी आईडी क्यों सस्पेंड हुई  वह  अलग प्रकार का था,0
"हर दिन पिता के नाम 
 s 
pskhachariyawas incrajasthan incindialive iyc mahilacongress rajasthanpmc ",0
"मेरे होठों की हँसी मेरे पापा की बदोलत है
मेरी आँखों में खुशी मेरे पापा की बदोलत है 
पापा किसी खुदा से कम नही
क्योकि मेरी ज़िन्दगी की सारी खुशी पापा की बदोलत है
 fathers day",0
"kaha jata h pita ke paao ko pakad kr rakho shayad kabhi kisi ka hath pakadne ki jarurt nhi padegi life me uthne ke liye
 fathers day
un sabhi pita ke liye jinhone aaj hume is kabil banaya ki aaj hum jo kuch h sb apne pita  ki wajah se ",0
"सफलता तीन चीज़ो से मापी जाती हैं धन प्रसिद्धी और मन की शांति ।
धन और प्रसिद्धी पाना आसान हैं ।
मन की शांति केवल योग से मिलती हैं 

योग कर्मसु कौशलम्
 international  yoga day arunruby08
narendramodi mskajalaggarwal kumarirukshmani priyankagandhi cnnnews18",0
"पिता एक ्मीद है एक आस है 
परिवार की िम्मत है और एक िश्वास है
बाहर से सख्त और अंदर से नरम है
पिता संघर्ष की आंधी में हौसले की दीवार है
परेशानियो से लड़ने की दोधारी तलवार है
बचपन मे खुश करने वाला खिलौना है
नींद लगे तो पेट पर सुलाने वाला बिछौन
है
 s  ",0
"योग हमें शारीरिक एवं मानसिक दोनों रूपों में योग्य बनाता है आज की भागदौड भरी जिन्दगी मे योग मानसिक और शारीरिक स्वास्थ्य को बनाए रखने और तनाव को दूर रखने का सर्वोत्तम साधन है। 
yoga a great gift of india to the whole world 
 international yoga day 
ून2020 ेवीनिहारिकाजी ",0
"aajtak narendramodi 
शास्त्रीजी काश आज आप हमारे बीच होता तो आप को  ्रामीणडाकसेवको की स्थिति देखके बहुत ुख होता। आप के ासनकाल मे ेश के एक भी ांसद  पगार और ेंशन नहीं  लेता था। आज सब ले रहे हैं  मगर ्रामीणडाकिया बाकात रह गया है 
 आज ७३ साल से देश ाद हुआ है।
ndtv ",0
"narendramodi 
शास्त्रीजी काश आज आप हमारे बीच होता तो आप को  ्रामीणडाकसेवको की स्थिति देखके बहुत ुख होता। आप के ासनकाल मे ेश के एक भी ांसद  पगार और ेंशन नहीं  लेता था। आज सब ले रहे हैं  मगर ्रामीणडाकिया बाकात रह गया है 
 आज ७३ साल से देश ाद हुआ है।
ndtv ",0
"rsprasad officeofrsp narendramodi 
स्वामीजी काश आज आप हमारे बीच होता तो आप को  ्रामीणडाकसेवको की स्थिति देखके बहुत ुख होता। पूर्वाध ासनकाल मे ेश के एक भी ांसद  पगार और ेंशन नहीं  लेता था। आज सब ले रहे हैं  मगर आज ्रामीणडाकिया पेंशन से बाकात रह गया है 
 ७३साल से देश ाद है
ndtv ",0
"rubikaliyaquat narendramodi 
स्वामीजी काश आज आप हमारे बीच होता तो आप को  ्रामीणडाकसेवको की स्थिति देखके बहुत ुख होता। पूर्वाध ासनकाल तक ेश के एक भी ांसद  पगार और ेंशन नहीं  लेता था। आज सब ले रहे हैं  मगर आज ्रामीणडाकिया पेंशन से बाकात रह गया है 
 ७३साल से देश ाद है
ndtv ",0
ारे सबसे ज्यादा ंदीदा खिलाड़ी अफगानिस्तान के ीदखान की अम्मी का इंतकाल हो गया है आप सभी लोग उनकी िरत के लिए दुआ करे ्लाह उन्हें जन्नत ीब करे मेरा दिल आज बहुत ुखी हुआ आप सबको यह खबर देते हुए  rashidkhan19 ,0
"sday मिलने को तो हज़ारों लोग मिल जाते हैं
लेकिन हजारो गलतियों को माफ़ करने वाले
माँ  बाप दुबारा नहीं मिलते  ",0
" international yoga day amp fathers day
दैनिक जीवन में भी इनका सम्मान किया जाना चाहिए। दिखावे के लिए फोटो लगाने से कुछ नहीं होता।",0
"zikar nhi krte pr hmari phikar unko bhi hoti hai

phir chahe kitna bhi dikhale vo hamko pta henaa

papa ko sabse pyari tohh unki betiyaa hi hoti hai

 fathers day ",0
"एक पिता कभीकभी अपने बच्चों के लिए

वहां पर भी हाथ फैला देता है
जहां हम बच्चे पांव तक रखना पसंद नहीं करते

 fathers day",0
acharyapramodk तुम्हारा कितने नेता ने ुख जाहिर किया ये बोलकर की ीन वालों ने गलत किया है,0
"श्री arvindkejriwal जी ने आज योगा दिवस के अवसर पर  रोज की तरह अपने दिन की शुरूआत योग के साथ की 
  yoga  day ",0
"मेरा पहला प्यार मेरे सबसे अच्छे दोस्त मेरी डिग्री  मेरी कलम  मेरा अस्तित्व है वो  में लिख नहीं सकता ना उन जैसा बन सकता हूं  केवल पढ़ सकता हूं  और हमेशा पढ़ता रहूंगा 
 fathers day ",0
"जेब खाली हो फिर भी 
मना करते नहीं देखा
मैंने पिता से अमीर 
इंसान नहीं देखा

   
",0
"आप के ही नाम  
से जानी जाती हूँ 
         पापा 
भला इससे बड़ी सोहरत 
मेरे लिये क्या होगी
 fathers day papa love u my king",0
"शब्द हीन हूं क्या लिखूं मैं पापा पर वह तो वे कलाकार हैं जो हर परिस्थिति के अनुसार अपने किरदार निभाते हैं
anjali
     ",0
rahulgandhi ारे सबसे ज्यादा ंदीदा खिलाड़ी अफगानिस्तान के ीदखान की अम्मी का इंतकाल हो गया है आप सभी लोग उनकी िरत के लिए दुआ करे ्लाह उन्हें जन्नत ीब करे मेरा दिल आज बहुत ुखी हुआ आप सबको यह खबर देते हुए  rashidkhan19 ,0
"मां के प्यार व पिता के प्यार में सिर्फ इतना सा फर्क है कि मां का प्यार हमें महसूस हो जाता है पर पिता का नहीं

 fathers day ",0
" fathers day

apna  shb  ho  ho jaisa bhi ho  ke  ke saath  kar ke unka kaadh aur shaan choti mat karo
har waqt unki  karo  karo
baap baap hota hai",0
"aajkal aacha comedy karne laga hai ye   all my fan kon hai ye

iska aisa hi hai  wale case me vi aisa hi hua tha 

isko mera favourite celebrity hi milta hai like arijit and shushant 

   ",0
"मेरे होठों की हँसी मेरे पिताजी की बदौलत है
मेरी आँखों में खुशी मेरे पिताजी की बदौलत है
पिताजी हमारे किसी भगवान से कम नही
क्योकि मेरी ज़िन्दगी की सारीखुशी पिताजी की बदौलत है ।पिताजी को मेरा सादर प्रणाम हर हर महादेव।।जयमाँभारती।।
 fathers day",0
zakirism bhai dil ki saari baate bol gye yaarrula diye yaarlove you papa fathers day  ,0
"पिता
अमीर हो या गरीब औलाद के लिए हमेशा बादशाह होता है।

सुप्रभात
 fathers day ",0
"पापा आप संबल हैं
आप अभिमान हैं
आप स्वाभिमान हैं
आप साँस हैं
आप शक्ति हैं
आप समर्पण की प्रतिमूर्ति हैं
आप जीवटता के जीवंत हस्ताक्षर हैं
आप शान हैं
आप मान है
 ेरे िए ान है

ापा ो  हैी ारीफ 
 से ीं कर ा हुँ 

            s  ",0
"ुशी तो इस बात की है
 हम ोनों ही ोखा खा गए
   मैंने तुम्हे औरों से  समझा
    और तुमने मुझे औरों ैसा समझा  ",0
"lahrisunil  fathers day sir
chhota sa thofa lakshman ji ke sena k taraf se aap ko
love u lot sir ",0
"उसके ्श  है उसके।  ंस्कार  हैं  बिना पिता के तो जीवन बेकार है
ुशी का हर लम्हा पास होता है जब  पिता साथ  होता है",0
"जीवन में पिता का होना बहुत ही आवश्यक है क्योंकि बिना पिता के जीवन बिना छत के घर और बिना आसम़ान के ज़मीन के जैसा है।


 ",0
"जीवन की धरा में पगडग दिशा प्रदान करने वाले मेरे पिताजी ेरेपथप्रदर्शक 
 s   ",0
"अगर मोहब्ब्त किसी से बेहिसाब हो जाए
तो समझ जाना वो किस्मत में नहीं
",0
" s   and to everyone father

ek din lenge  kamre ki talashi dekhe to sahi aakhir saari  shupha lar rakhte kha hai ",0
" fathers day
हम सब ने मां पर बहुत सारी बातें कही है। जैसे मां देवी है मां ईश्वर का रूप है। सब ठीक है लेकिन एक बात ये भी सत्य है कि उस मां की पहचान ही पिता से है उस मां का इस संसार में कोई वजूद नहीं है एक पिता के बिना। एक मां मां नहीं बन सकती है जब पिता का साथ न मिला हो।",0
"सहज  स्वभाव से परिपूर्ण कांग्रेस आईटी सेल के प्रदेश महासचिवभावी पार्षद प्रिय भाई ाखन िंह ाजावत जी को जन्मदिन की बहुत बहुत बधाई एवं अंनत शुभकामनाएं। 
   ",0
"happy fathers day
बात दिल की जान ले जो
आंखों से ्द पहचान ले जो
दर्द हो चाहे हो ुशी
ंसुओं की पहचान कर ले जो
वो शख्स जो ेपनाह ्यार करे
िता ही तो है वो जो बच्चों के लिए जिए
आई लव यू पापा ",0
khushi ka har lamaha paas hota haijab pita saath hota hai fathers day bapalove u bapa,0
"ुख ुख तो िथि है 

         ारी ारी से ंगे 

    े ाएंगे ि  नही ंगे तो 

           ुभव ाँ से ाएंगे",0
"payalmehta100 itbpofficial अन्तर्राष्ट्रीय योग दिवस की सभी देश वासियों को बहुत बहुत बधाईयां
 yoga day
 for all
 स्वस्थ जीवन सुखी जीवन",0
" fathers day ।।
जिनकी वजह से दुनिया मिली जिनकी वजह से हर चीज़ सीखी 
जिनकी वजह से आज हर मुकाम पा लिया जिन्होंने खुद दुःख पा कर  सारे सुख हमारे लिए ला दिए वो और कोई नही हो सकते हमारे पिताजी के अलावा ।।
अंतरराष्ट्रिय योग दिवस एवं पितृ दिवस की हार्दिक हार्दिक शुभकामनाए।",0
yog apnaye apne jivan ko swasthaye bnaye international yoga day ,0
" fathers day 
बिना आवाज़ बिना आंसू के जो रोता है वो ाप होता है। जो अपने बच्चो की तकलीफों के छेदो कोअपनी बनियान में पहन लेता है वो ाप होता है। ये सच है कि 9 महीने पालती है ां हमें पेट में पर 9 महीने जो दिमागमेट होता है वो ाप होता है।।",0
पिता के होने से सारी मुश्किल आसान होती है पिता से ही तो बच्चों की पहचान होती है। fathers day ,0
"rahulgandhi priyankagandhi incindia dineshsundriyai rahulbal vidyarthee पिता धर्मः पिता स्वर्गः पिता हि परमं तपः। 
पितरि प्रीतिमापन्ने प्रीयन्ते सर्वदेवताः॥

आपकी छाया से ही ये जीवन सरल हो पाया। आपके आदर्श ही मेरे जीवन की सबसे बड़ी आशा है।    ",0
"हर जगह मुझे आपके ही नाम से ान मिलती है ापा भला इससे बड़ी ौहरत इस ज़माने में ये किया होगी मेरे पापा।। 
  

 
",0
"ेमतलब की दुनिया में वो हमारी शान है
किसी शख्स के वजूद की िता ही पहली पहचान है।
 fathers day",0
"hindinama2 सभ्यता द्वारा घायल हुए लोगों के लिएयोग सबसे बड़ा मरहम है।
 international yoga day ",0
"ितादिनकीशुभकामनाये 

पिता एक ऐसा व्यक्ती है जो जब आप दुखी  हो तो आपको ीक लेता है आप गलती करे तो आपपर ाराज होता है

आप सफल हुये तो ुशी मनाता है लेकिन आप हार भी गये फिर भी आपपर 
                           िश्र्वास रखता है",0
"आपने मुझे चलना सिखाया
मुझे जीवन के तरीके भी सिखाए
आपने अपना सब कुछ दे दिया है कि
बस मुझे उठते और चमकते देखना है
 father day",0
"rekhta मुश्किल की घड़ी में अक्सर मेरे साथ खड़े थे वो
मेरी गलतियां थी फिर भी मुझे हर बार समझा कर माफ किए थे वो
कमियों की अहसास तो मुझे कभी हो नहीं पाई 
कपकपा कर सोते थे और मेरे ऊपर थी रजाई
 fathers day ",0
"पिता

अमीर हो या गरीब औलाद के लिए हमेशा बादशाह होता है।

सुप्रभात
 fathers day ",0
"कहते हैं पिता जब तक जिंदा रहते हैं तब तक बेटे के पैरों में कभी कांटे भी नहीं चुभते क्योंकि पिता हमेशा अपने बेटे को अपने कंधों पर उठाकर चलता है     
अरमान पूरे नहीं होते मेरे अपनी कमाई से जितना मजा आता था पापा आपके 2 सिक्कों से लव यू पापा
 s  ",0
"realdonaldtrump 



 


ha ha ha ha ha ha ha ha",0
"सफलता तीन चीज़ो से मापी जाती हैं

धन प्रसिद्धी और मन की शांति

धन और प्रसिद्धी पाना आसान हैं

मन की शांति केवल योग से मिलती हैं

  ",0
"ुख का अर्थ है 
जो मिल रहा है उसका ंद लेना और 
ुख का अर्थ है कि मुझे और चाहिए ।

ाताकी

bmksindia bscpbharat 
bschouhan krishnabscp ravigupta109 ",0
"हम जिस विशाल वृक्ष के पनपते हुए बीज है।
 fathers day ",0
"aakashm67504914     
sabhi ko yoga divas ki hardhik subhkamnaye 
aakashm67504914",0
"पिता धर्मः पिता स्वर्गः पिता हि परमं तपः।
पितरि प्रीतिमापन्ने प्रीयन्ते सर्व देवताः।।
   समस्त मित्रों को अंतर्राष्ट्रीय पिता दिवस
   की हार्दिक बधाई व शुभकामनायें 
        fathers day ",0
" fathers day
ेरी इज्जत मेरी शोहरत मेरा रुतबा
और मेरे मान है मेरे पिता
मुझको हिम्मत  देने वाले मेरे अभिमान है मेरे पिता 
पूजनीय पिता जी आपको सादर चरण स्पर्श व आपका आशीर्वाद मुझ सहित परिवार पर बना रहे। ",0
"ास फिरता है अब ोहल्ले में
   बारिश का ानी
्तिया बनाने वाले ्चे
         से ्क कर बैठे",0
"ईश्वर की सबसे खूबसूरत धरोहर पिता के त्याग बलिदान उनकी मेहनत  तथा प्रेम को हम सच्चे हृदय से नमन करते हैं
 fathers day

  
aawazehindnews drkumarvishwas adcrickettak mirchibollywoo journonikku ",0
"कभी अभिमान तो कभी स्वाभिमान है पिता
कभी धरती तो कभी आसमान है पिता
जन्म दिया है अगर मां ने
जानेगा जिससे जग वो पहचान है पिता
कभी हँसी और खुशी का मेला है पिता
कभी कितना तन्हा और अकेला है पिता
मां तो कह देती है दिल की बात
सब कुछ समेटे आसमान से फैला है पिता
 fathers day",0
"बाबा सुख दौ तो इतना की ंकार ना आएे और ुख दो तो इतना की्था ना चली जाए
राम ही राम बस",0
"योग मनुष्य के शरीरमन और आत्मा को
ऊर्जाताकत और सौन्दर्य प्रदान करता हैं
 yoga   diwas
 ",0
"ुभप्रभात 
ुशी के लिए काम करोगे तो
खुशी नहीं मिलेगी
लेकिन खुश होकर काम करोगे तो
खुशी और सफलता दोनों मिलेंगी

good morning friends 
have a nice day to all of you ",0
" 
पिता नीम के पेड़ जैसा होता है उसके
पत्ते भले ही कड़वे हो पर वो छाया ठंडी देता है
मेरा साहस मेरी इज़्ज़त मेरा सम्मान है पिता मेरी ताकत मेरी पूँजी मेरी पहचान है पिता।

by jagrannews 

 fathers day",0
"narendramodi भारत में सबसे महत्वपूर्ण
आसन
आश्वासन होता है 
 yoga day",0
" िता   पिता रोटी है  कपड़ा है मकान है   िता  पिता छोटे से परिंदे का बड़ा आसमान है । 
एक बात हमेशा याद रखनी चाहिए
जीवन में पिता का स्थान प्रभु से कम नहीं है।

िता िवस ी ार्दिक ुभकामनाएं 
 s   ",0
योग हमें उन चीजों को ठीक करना सिखाता है जिसे सहा नहीं जा सकता है । और उन चीजों को सहना सिखाता है। जिन्हें ठीक नहीं किया जासकता  international yoga day ,0
"बेमतलब सी इस दुनिया में वो ही हमारी शान है 
किसी शख्स के वजूद की पिता ही पहली पहचान है
 s 
आपका पिता आपका हीरो ",0
